latitude	longitude	year	newyear	oldpic	newpic	place.name	orientation	link	nice.name	direction	place.text	xtraimg	xtraimgtxt	xtraimg2	xtraimgtxt2	xtraimg3	xtraimgtxt3	interest.rating
56.15654538	10.20548923	1950	2021	Aaboulevarden_1950.jpg	Aaboulevarden_2021.png	Aaboulevarden	landscape	https://www.bjorneri.dk/AARHUSPERLER201-300/224.jpg	Åboulevarden	E	 							3
56.15602784	10.20849353	1911	2021	AagadeFraClementsbro_1911.jpg	AagadeFraClementsbro_20210701_094212_BWsim.jpg	AagadeFraClementsbro	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/89.%20Aagade.jpg	Aagade fra Clementsbro	SE	 							3
56.14595262	10.19289146	1908	No current photo yet	Alpehuset_1908.jpg	placeholder.png	Alpehuset	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/25.%20Frederiksbjerg%20Torv.%20Alpehuset.jpg	Alpehuset		 							0
56.15041583	10.20369009	1943	No current photo yet	Banegaardspladsen_1943.jpg	placeholder.png	Banegaardspladsen	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/194.%20Banegaardspladsen.jpg	Banegardspladsen		 							2
56.1496303	10.20313067	1960	2021	Bruunsgade_1960.jpg	Bruunsgade_20210701_091657_BWsim.jpg	Bruunsgade	landscape	https://www.bjorneri.dk/AARHUSPERLER201-300/274.jpg	Bruunsgade	N	 							2
56.17138285	10.22483283	1935	No current photo yet	CykelStienRisskov_1935.jpg	placeholder.png	CykelStienRisskov	landscape	https://www.bjorneri.dk/AARHUSPERLER401-500/8.jpg	Cykelstien Risskov		 							2
56.14126971	10.20361776	unknown year	No current photo yet	DalgasAvenue_unknown.jpg	placeholder.png	DalgasAvenue	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/354.jpg	Dalgas Avenue		 							2
56.1529005	10.21285627	unknown year	2021	Europaplads_unknown.jpg	Europaplads_20210305_115409_BigW6.jpg	Europaplads	landscape	https://www.bjorneri.dk/AARHUSPERLER401-500/1.jpg	Europaplads	NW	 							3
56.16353748	10.2003095	unknown year	No current photo yet	Falstergade_unknown.jpg	placeholder.png	Falstergade	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/71.%20Falstersgade.jpg	Falstergade	N								0
56.15237391	10.2083633	1907	No current photo yet	Fredensgade_1907.jpg	placeholder.png	Fredensgade	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/142.%20Fredensgade.jpg	Fredensgade	N								1
56.14851984	10.1970368	1907	No current photo yet	FrederiksAlle_1907.jpg	placeholder.png	FrederiksAlle	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/382.jpg	Frederiks Alle		 							2
56.15122445	10.20008591	1907	No current photo yet	FrederiksAlleKirke_1907.jpg	placeholder.png	FrederiksAlleKirke	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/32.%20Frederiks%20Alle%20med%20Apostolsk%20Kirke%20til%20venstre.jpg	Frederiks Alle Kirke		 							2
56.1649202	10.18735355	unknown year	2021	VesterRinggadeFuglebakken_unknown.jpg	VesterRinggadeFuglebakken_20210308_155831_BWsim.jpg	Fuglebakken	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/373.jpg	Vestre Ringgade Fuglebakken	N	 							3
56.16399119	10.20125005	1908	2021	Fyensgade_1908.jpg	Fyensgade_20210305_094513_bigWarp.jpg	Fyensgade	landscape	https://www.bjorneri.dk/AARHUSPERLER701-800/725.jpg	Fyensgade	NE	 							0
56.15879839	10.20767307	1944	2021	Guldsmedegade22_1944.jpg	Guldsmedegade_20210629_115942_BWsim.jpg	Guldsmedegade22	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/5.%20Guldsmedgade.jpg	Guldsmedegade	N	 							3
56.14724575	10.19079493	1916	No current photo yet	Hedemannsgade20_1916.jpg	placeholder.png	Hedemannsgade20	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/151.%20Hedemannsgade.jpg	Hedemannsgade		 							2
56.15687655	10.20969287	1910	2021	HotelRoyal_1910.jpg	HotelRoyal_20210305_121130_bigWarp6.jpg	HotelRoyal	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/8.%20Hotel%20Royal.jpg	Hotel Royal	N	 							3
56.15646694	10.1991419	1908	2021	Huset_1908.jpg	Huset_20210629_122338_BWsim.jpg	Huset	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/353.jpg	Huset	SW	"Built in 1877 this was the town’s main museum for almost 100 years, showing both art, natural history exhibits, and prehistoric artefacts. All of these collections have since grown out of the space and have been given their own separate museums. In 1972 the building was briefly illegally occupied by squatters and then turned in to a community house. Known simply as ""The House"" it offered public facilities for arts and crafts (such as woodworking  and pottery workshops). Most of the ground floor was converted into an amazing indoor playground, delighting children all though the 80s and 90s. It now houses several music venues."	huset_legeland_nuvedlangenæsstien.jpg	Some of the indoor playground interior has been moved to Legeland Langenæsstien.					4
56.16960583	10.21085815	1907	2021	Johanneskirken_1907.jpg	Johanneskirken_2021.png	Johanneskirken	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/305a.jpg	Sankt Johannes Kirke	SW	 							2
56.15632234	10.21301828	1907	2021	Katedralskolen_1907.jpg	Katedralskolen_20210305_120516_bigwarp6.jpg	Katedralskolen	landscape	https://www.bjorneri.dk/AARHUSPERLER201-300/213.jpg	Katedralskolen	NW	 							3
56.15829145	10.2064277	unknown year	No current photo yet	Klostertorv_unknown.jpg	placeholder.png	Klostertorv	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/20.%20Tangen.jpg	Klostertorv	W								2
56.15842513	10.20617739	unknown year	No current photo yet	Klostertorv_alt_unknown.jpg	placeholder.png	Klostertorv_alt	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/107.%20Tangen%20%28Klostergade%29.jpg	Klostertorv_alt	W								2
56.16301799	10.21376486	1910	2021	Knudrisgade_1910.jpg	Knudrisgade_20210317_102709_BWsim.jpg	Knudrisgade	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/88.%20Knudrisgade.jpg	Knudrisgade	W		Knudrisgade_extra.png	This wonderfully decorated house can be found on Knudrisgade just outside of the view of the postcard					4
56.16457691	10.19718612	1911	2021	Langelandsgade121_1911.jpg	Langelandsgade_20210309_095849_BWsim.jpg	Langelandsgade121	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/146.%20Langelandsgade.jpg	Langelandsgade	N	 							0
56.15755947	10.20735806	unknown year	2021	LilleTorv_unknown.jpg	LilleTorv_20210225_115734_bigWarp.jpg	LilleTorv	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/41.%20Lille%20Torv.jpg	Lille Torv	NW	 							2
56.15961708	10.21260593	1909	2021	Mejlgade46_1909.jpg	Mejlgade_20210305_122142_bigW7.jpg	Mejlgade46	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/2.%20Mejlgade.jpg	Mejlgade	SW	"Mejlgade used to be the city’s main street for commerce. In 1900 it was the first to be paved with asphalt. Through time this street has housed many different artisans and small industrial workshops (click image below). Today, Mejlgade is mostly apartments with a few shops, bars and restaurants. The street has a very active community and celebrates an annual street fest (click image below). Mejlgade is also the location of the city’s best and only (literally) underground cinema, Slagtehal 3.  "	Mejlgade_ekstra_2011byfest.jpg	Mejlgade street fest in 2011	billedskærer_35_1934.jpg	A woodcarving workshop located at Mejlgade 35 in 1934			4
56.15825151	10.21206858	unknown year	2021	MejlgadeGraven_1932.jpg	MejlgadeGraven_20210629_113916_BWsim.jpg	MejlgadeGraven	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/159.%20Mejlgade.jpg	Mejlgade Graven	W								2
56.16710944	10.20536632	unknown year	No current photo yet	NaturhistoriskMuseum_unknown.jpg	placeholder.png	NaturhistoriskMuseum	landscape	https://www.bjorneri.dk/AARHUSPERLER701-800/786.jpg	Naturhistorisk Museum		 							2
56.17019006	10.21495053	unknown year	2021	NielsJuelsgade_1905.jpg	NielsJuelsgade_20210317_085527_BWsim.jpg	NielsJuelsgade	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/66.%20Niels%20Juelsgade.jpg	Niels Juels Gade	NW								3
56.16140262	10.21606035	unknown year	2021	NordreMole_unknown.jpg	NordreMole_20210308_164831_BWsim.jpg	Nordremole	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/22.%20Nordre%20Mole%20og%20Mejlborg.jpg	Nordre Mole	NW	 							3
56.16013578	10.20611792	1907	2021	NorreAlle_1907.jpg	NorreAlle_20210309_093445_BWsim.jpg	NorreAlle	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/93.%20Frk.%20Schmidts%20Skole.jpg	Nørre Alle	SW	"Elise Smith’s School is one of the oldest private schools in Denmark. It opened in 1834 as an all-girls’ school (click image below), and stayed in this building until the mid 1990s. Now it has moved to nearby buildings in Ny Munkegade and has 0-9th grade for both boys and girls.  <br> Today the building houses Kirkens Korshær (similar to salvation army) 24 hour soup kitchen and shelter. Here the homeless and other vulnerable people can always come in for a meal, a shower, or just a chat."	Norrealle_elever1905.jpg	Elise Smith's School class of 1905					4
56.16043248	10.2088788	1910	2021	Noerregade_1910.jpg	Noerregade_2021.png	Norregade	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/17.%20Noerregade.jpg	Nørregade	NE	 							3
56.15980023	10.20418018	1935	2021	Nymunkegade_1935.jpg	Nymunkegade_20210309_094102_BWsim.jpg	Nymunkegade	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/38.%20Ny%20Munkegade.jpg	Ny Munkegade	N	 							0
56.16218052	10.20301319	1908	2021	Nymunkegade34_1908.jpg	Nymunkegade34_20210305_100950_bigWarp4.jpg	Nymunkegade34	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/133.%20Ny%20Munkegade.jpg	Ny Munkegade View	S	 							3
56.16356523	10.21590874	1909	2021	Ostbanegaarden_1909.jpg	Ostbanegaarden_20210308_170558_BWsim.jpg	Ostbanegaarden	landscape	https://www.bjorneri.dk/AARHUSPERLER201-300/202.jpg	Østbanegården	SW	 							2
56.15301296	10.20514302	1961	No current photo yet	Reginakrydset_1961.jpg	placeholder.png	Reginakrydset	landscape	https://www.bjorneri.dk/AARHUSPERLER401-500/15.jpg	Regina Krydset		 							0
56.15214449	10.20638427	unknown year	No current photo yet	Rosenkrantzgade_unknown.jpg	placeholder.png	Rosenkrantsgade	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/73.%20Rosenkrantzgade.jpg	Rosenkrantzgade	W								2
56.1530462	10.20525899	1950	2021	Ryesgade_1950.jpg	Ryesgade_20210701_093237_BWsim.jpg	Ryesgade	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/111.%20Ryesgade.jpg	Ryesgade	S	 							2
56.17253332	10.20941825	1968	No current photo yet	Rytterparken_1968.jpg	placeholder.png	Rytterparken	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/376.jpg	Rytterparken		 							0
56.16397692	10.20524056	1905	2021	Samsoegade_1905.jpg	Samsoegade_20210305_095350_BWsim.jpg	Samsoegade	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/70.%20Samsoegade.jpg	Samsøgade	SW	 							0
56.14561468	10.20411267	1913	No current photo yet	SctPaulsKirke_1913.jpg	placeholder.png	SctPaulsKirke	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/178.%20Sct.%20Pauls%20Plads.jpg	Sct Pauls Kirke	NW								2
56.16266191	10.20605458	1906	2021	Sjaellandsgade78_1906.jpg	Sjaellandsgade78_2021.png	Sjaellandsgade78	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/171.%20Sjaellandsgade.jpg	Sjællandsgade	NW	 							3
56.1554533	10.19898421	1907	2021	Slusebroen_1907.jpg	Slusebroen_20210225_114054_BWsim.jpg	Slusebroen	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/15.%20Aaparti.jpg	Slusebroen	NW	 							3
56.15291711	10.20645473	1906	No current photo yet	SonderAlle_1906.jpg	placeholder.png	SonderAlle	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/145.%20Soender%20Alle.jpg	Sønder Alle		 							2
56.1548488	10.20703036	1903	No current photo yet	Sondergade_1903.jpg	placeholder.png	Sondergade	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/365.jpg	Søndergade		 							2
56.15062265	10.21549652	unknown year	2021	Sydhavnsgade2_unknown_defemsostre.jpg	Sydhavnsgade_20210305_113834_bigW4.jpg	Sydhavnsgade2	landscape	https://www.bjorneri.dk/AARHUSPERLER201-300/218.jpg	De Fem Søstre	NE	"This large grain silo with its five sections is known as The Five Sisters. It was built in 1927 and represented the new and modern industrial harbor. For some, this was a source of pride, and the “sisters” feature heavily on a poster for “The New Aarhus” exhibition in 1933 (click image below). Others were appalled that this concrete colossus was competing with the church spire to be the defining feature of the city skyline. Today The Five Sisters are dwarfed by even larger silos, and the city skyline is dominated by the apartment buildings on Aarhus Ø."	Sydhavnsgade_ekstra.jpg	"""The New Aarhus - Exhibition in Copenhagen city hall"" Poster illustration by Henrik Hansen"					4
56.15635874	10.21116141	1907	2021	Teaterrestauranten_1907.jpg	Teaterrestauranten_20210322_141546_BWspline.jpg	Teaterrestauranten	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/6.%20Teatret.jpg	Teater Restauranten	S	 							3
56.17004269	10.21595003	1957	2021	Tordenskjoldsgade_1957.jpg	Tordenskjoldsgade_20210317_090601_BWspline2.jpg	Tordenskjoldsgade	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/378.jpg	Tordenskjoldsgade	N	 							3
56.16980929	10.2126675	1906	2021	Trojborgvej50_1906.jpg	Trojborgvej_20210308_172157_BWsim.jpg	Trojborgvej50	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/36.%20Troejborgvej.jpg	Trøjborgvej	E	 							3
56.1612379	10.2049396	1906	2021	Tunogade21_1906.jpg	Tunogade21_20210305_101751_bigwarp.jpg	Tunogade21	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/1.%20Tunoegade.jpg	Tunøgade	E	 							0
56.1692066	10.2009981	1948	2021	Unikollegier_1948.jpg	Unikollegier_20210222_093724_BW.jpg	Unikollegier	landscape	https://www.bjorneri.dk/AARHUSPERLER201-300/282.jpg	Park Kollegierne	NW	"The “Park Dorms” are among the most popular student housing in the city. Most students at Aarhus University live off campus, but a lucky few get to live here in the middle of the university park. Among the lucky were Queen Margrethe II, who lived here in the early 1960s when she studied archaeology and political science. Towards the end of WWII, the British Royal Air Force bombed these buildings, leaving the rest of Aarhus nearly untouched. This was not because of any issues with the students, but because the German occupation forces had commandeered the buildings and were using them as headquarters for the Gestapo."	Margrethe_tronfoelgeren_brygger_the_i_kollegiekoekken_1961.jpg	"Crown princess Margrethe brewing tea in the shared kitchen at park kollegierne, 1961."	BombedeWWII.jpg	"October 31st 1944, the dorm buildings were bombed by the RAF "			4
56.16893713	10.20463484	unknown year	No current photo yet	Universitetsparken_unknown.jpg	placeholder.png	Universitetsparken	landscape	https://www.bjorneri.dk/AARHUSPERLER601-700/39.jpg	Universitetsparken		 							2
56.15671761	10.20690029	1908	No current photo yet	Vadestedet_1908.jpg	placeholder.png	Vadestedet	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/167.%20Aagade.jpg	Vadestedet	W								0
56.14623964	10.19391755	1909	2021	Vaskeri_1909.jpg	Vaskeri_20210322_151330_BWsim.jpg	Vaskeri	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/149.%20Frederiks%20Alle%20-%20Dannebrogsgade.jpg	Vaskeri	S								3
56.15336684	10.20243281	unknown year	2021	VesterAlle_unknown.jpg	VesterAlle_20210629_123638_BWsim.jpg	VesterAlle	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/343.jpg	Vester Alle	W	 							2
56.1577618	10.19819487	1933	2021	VesterbroTorv_1933.jpg	VesterbroTorv_20210629_134212_BWsim.jpg	VesterbroTorv	landscape	https://www.bjorneri.dk/AARHUSPERLER001-100/61.%20Vesterbro%20Torv.jpg	Vesterbro Torv	NE	"Vesterbro Torv was founded in 1847 as a place for trading livestock (click image below). In 1907 the city moved the livestock trading elsewhere, and since then the square has gone through several iterations fluctuating between being a park (click image below) and a parking lot. No less than 8 streets meet at Vesterbro Torv, and it might be this traffic which has prevented the square from ever really becoming an attractive recreational space. In 1992 the artist Ingvar Cronhammar won a competition to design the square. His concept was a large ship-inspired black steel parking house topped with an open-air “passenger deck” concert venue (click image below). However, this was deemed a bit “too advanced” by the city planners, and the square remains an uninspired mess of parking and tiny fast food restaurants. "	IngvarCronhammar_arc_1992.jpeg	Arc by Ingvar Cronhammar - concept for a design of Vesterbro Torv which was never realised.	VesterbroTorv_park_1963.jpg	"In 1963 Vesterbro Torv was a park, but in the 80s it was back to being a parking lot."	KreaturMarked_1902.jpg	Livestock is traded on Vesterbro Torv in 1902	4
56.15743028	10.20012718	1908	No current photo yet	Vestergade_1908.jpg	placeholder.png	Vestergade	landscape	https://www.bjorneri.dk/AARHUSPERLER101-200/141.%20Vestergade.jpg	Vestergade	E								2
56.15628064	10.18259629	1961	2021	VestreRinggade_1961.jpg	VestreRinggade_20210225_112406_BWsim.jpg	VestreRinggade	landscape	https://www.bjorneri.dk/AARHUSPERLER301-400/372.jpg	Vester Ringgade	NE	 							3
56.15850409	10.20906288	1982	2021	Volden_1982.jpg	Volden_20210305.png	Volden	landscape	https://www.bjorneri.dk/AARHUSPERLER401-500/475.jpg	Volden	SW	 							3
